,Date,Time,League,Home_Team,Away_Team,Odd_Home_Mean,Odd_Away_Mean,Pred_Score_Home,Pred_Score_Away,Predicted_Result,Predicted_Points_Sum,Line,Predicted_Line,Difference,Actual_Score_Home,Actual_Score_Away
18.0,15/01/2022,17:15:00,Basket-League,Olympiacos,Ionikos,1.02,14.86,94.0,76.0,Assos,170.0,167.0,Over,3.0,109.0,65.0
19.0,15/01/2022,18:00:00,Lega-A,Virtus Bologna,Treviso,1.2,4.62,90.0,80.0,Assos,170.0,171.5,Under,1.5,84.0,66.0
20.0,15/01/2022,18:00:00,Lega-A,Varese,Venezia,3.24,1.34,78.0,83.0,Diplo,161.0,161.5,Under,0.5,76.0,68.0
21.0,15/01/2022,19:00:00,Lega-A,Pesaro,Olimpia Milano,5.45,1.15,69.0,80.0,Diplo,149.0,154.0,Under,5.0,85.0,82.0
22.0,15/01/2022,19:30:00,Lega-A,Sassari,Trento,1.38,3.04,84.0,77.0,Assos,161.0,161.5,Under,0.5,88.0,80.0
23.0,16/01/2022,11:00:00,Basket-League,Iraklis,Promitheas,2.62,1.47,76.0,78.0,Diplo,154.0,155.75,Under,1.75,82.0,95.0
24.0,16/01/2022,11:00:00,Super-Lig,Petkim Spor,Fenerbahce,7.78,1.08,71.0,83.0,Diplo,154.0,157.0,Under,3.0,95.0,90.0
25.0,16/01/2022,12:30:00,Super-Lig,Anadolu Efes,Besiktas,1.09,7.02,90.0,75.0,Assos,165.0,163.5,Over,1.5,87.0,72.0
26.0,16/01/2022,15:00:00,Basket-League,Peristeri,AEK Athens,1.58,2.32,79.0,75.0,Assos,154.0,155.5,Under,1.5,101.0,81.0
27.0,16/01/2022,15:00:00,Lega-A,Brescia,Brindisi,1.97,1.82,80.0,79.0,Assos,159.0,159.0,Under,0.0,88.0,67.0
28.0,16/01/2022,17:00:00,Lega-A,Trieste,Reggiana,1.66,2.2,80.0,77.0,Assos,157.0,156.5,Over,0.5,83.0,85.0
29.0,16/01/2022,17:15:00,Basket-League,Apollon Patras,Panathinaikos,7.66,1.07,71.0,84.0,Diplo,155.0,158.75,Under,3.75,48.0,90.0
30.0,16/01/2022,11:30:00,ACB,Breogan,Joventut Badalona,2.18,1.69,75.0,79.0,Diplo,154.0,159.0,Under,5.0,87.0,90.0
31.0,16/01/2022,14:00:00,BBL,Bayern,Bonn,1.32,3.38,82.0,76.0,Assos,158.0,161.5,Under,3.5,100.0,81.0
32.0,16/01/2022,14:00:00,BBL,Ulm,Bayreuth,1.16,5.31,88.0,76.0,Assos,164.0,165.5,Under,1.5,92.0,81.0
33.0,16/01/2022,16:00:00,LNB,Le Mans,Lyon-Villeurbanne,2.33,1.6,81.0,88.0,Diplo,169.0,168.0,Over,1.0,80.0,81.0
34.0,16/01/2022,16:00:00,ACB,Manresa,Gran Canaria,1.41,2.95,88.0,81.0,Assos,169.0,168.0,Over,1.0,91.0,72.0
35.0,16/01/2022,16:00:00,ACB,Real Madrid,Basket Zaragoza,1.09,7.81,87.0,71.0,Assos,158.0,160.5,Under,2.5,94.0,69.0
36.0,16/01/2022,16:30:00,ACB,MoraBanc Andorra,Baskonia,2.24,1.66,77.0,81.0,Diplo,158.0,161.5,Under,3.5,78.0,79.0
0.0,18/01/2022,15:00:00,Champions-League,Darussafaka,San Pablo Burgos,1.43,2.76,81.0,77.0,Assos,158.0,157.0,Over,1.0,85.0,66.0
1.0,18/01/2022,17:00:00,Champions-League,Pinar Karsiyaka,Tenerife,1.93,1.84,74.0,78.0,Diplo,152.0,154.5,Under,2.5,88.0,80.0
2.0,18/01/2022,17:00:00,Super-Lig,Fenerbahce,Buyukcekmece,1.06,8.15,89.0,72.0,Assos,161.0,161.5,Under,0.5,90.0,65.0
3.0,18/01/2022,17:00:00,Champions-League,Lavrio,Treviso,2.28,1.61,74.0,79.0,Diplo,153.0,153.5,Under,0.5,78.0,90.0
4.0,18/01/2022,17:15:00,BBL,Syntainics MBC,Oldenburg,2.53,1.52,82.0,89.0,Diplo,171.0,171.5,Under,0.5,87.0,82.0
5.0,18/01/2022,17:30:00,Euroleague,Lyon-Villeurbanne,Monaco,1.74,2.1,79.0,82.0,Diplo,161.0,163.0,Under,2.0,75.0,100.0
6.0,18/01/2022,18:00:00,LNB,Nanterre,Le Portel,1.12,6.35,87.0,74.0,Assos,161.0,162.0,Under,1.0,98.0,82.0
7.0,18/01/2022,19:00:00,Champions-League,Oostende,Igokea,1.56,2.39,77.0,75.0,Assos,152.0,154.5,Under,2.5,85.0,64.0
8.0,18/01/2022,19:00:00,Eurocup,Venezia,JL Bourg,1.48,2.61,77.0,73.0,Assos,150.0,151.0,Under,1.0,78.0,81.0
9.0,18/01/2022,19:00:00,Euroleague,Olimpia Milano,Alba Berlin,1.15,5.55,84.0,73.0,Assos,157.0,155.5,Over,1.5,84.0,76.0
10.0,18/01/2022,19:00:00,Eurocup,Partizan,Hamburg,1.11,6.41,90.0,77.0,Assos,167.0,166.5,Over,0.5,102.0,77.0
11.0,18/01/2022,19:30:00,Eurocup,Joventut Badalona,Trento,1.08,7.63,88.0,72.0,Assos,160.0,159.5,Over,0.5,82.0,65.0
12.0,18/01/2022,19:45:00,Eurocup,Buducnost,Ulm,1.34,3.2,82.0,76.0,Assos,158.0,158.0,Under,0.0,68.0,89.0
13.0,18/01/2022,20:00:00,Champions-League,Hapoel Holon,Besiktas,1.32,3.35,77.0,71.0,Assos,148.0,149.0,Under,1.0,74.0,68.0
14.0,19/01/2022,15:00:00,Eurocup,MoraBanc Andorra,Lokomotiv Kuban,1.6,2.29,87.0,87.0,Assos,174.0,173.5,Over,0.5,76.0,86.0
15.0,19/01/2022,18:00:00,Eurocup,Cedevita Olimpija,Gran Canaria,1.68,2.15,84.0,85.0,Diplo,169.0,167.75,Over,1.25,60.0,75.0
16.0,19/01/2022,19:00:00,Eurocup,Levallois,Turk Telekom,1.3,3.41,83.0,77.0,Assos,160.0,158.25,Over,1.75,99.0,82.0
0.0,20/01/2022,16:00:00,Euroleague,Unics Kazan,Barcelona,1.93,1.9,76.0,77.0,Diplo,153.0,153.0,Under,0.0,70.0,64.0
1.0,20/01/2022,17:00:00,Euroleague,Zenit Petersburg,Monaco,1.43,2.84,83.0,78.0,Assos,161.0,157.5,Over,3.5,77.0,86.0
2.0,20/01/2022,17:30:00,Champions-League,Igokea,Oostende,1.57,2.36,77.0,74.0,Assos,151.0,152.0,Under,1.0,77.0,83.0
3.0,20/01/2022,17:45:00,Euroleague,Fenerbahce,Zalgiris Kaunas,1.15,5.54,82.0,70.0,Assos,152.0,151.5,Over,0.5,73.0,67.0
4.0,20/01/2022,19:00:00,Euroleague,Alba Berlin,Real Madrid,4.29,1.23,75.0,84.0,Diplo,159.0,158.0,Over,1.0,74.0,89.0
5.0,20/01/2022,19:05:00,Euroleague,Maccabi Tel Aviv,Olympiacos,2.34,1.61,78.0,82.0,Diplo,160.0,158.0,Over,2.0,84.0,69.0
6.0,20/01/2022,19:30:00,Champions-League,San Pablo Burgos,Darussafaka,1.6,2.3,78.0,77.0,Assos,155.0,155.5,Under,0.5,68.0,80.0
7.0,20/01/2022,19:30:00,Champions-League,Tenerife,Pinar Karsiyaka,1.34,3.2,81.0,74.0,Assos,155.0,154.0,Over,1.0,74.0,71.0
8.0,21/01/2022,17:00:00,Euroleague,CSKA Moscow,Olimpia Milano,1.37,3.16,81.0,75.0,Assos,156.0,154.5,Over,1.5,57.0,67.0
9.0,21/01/2022,17:00:00,Champions-League,VEF Riga,Dijon,1.79,2.01,76.0,76.0,Diplo,152.0,152.5,Under,0.5,79.0,83.0
10.0,21/01/2022,17:30:00,Euroleague,Anadolu Efes,Panathinaikos,1.1,7.4,92.0,77.0,Assos,169.0,163.0,Over,6.0,82.0,81.0
0.0,22/01/2022,15:00:00,Basket-League,Aris,Apollon Patras,1.26,3.78,79.0,72.0,Assos,151.0,152.75,Under,1.75,70.0,56.0
1.0,22/01/2022,15:00:00,Basket-League,Ionikos,Larisa,1.51,2.51,79.0,76.0,Assos,155.0,157.0,Under,2.0,84.0,89.0
3.0,22/01/2022,17:00:00,ACB,MoraBanc Andorra,Manresa,1.78,2.04,83.0,84.0,Diplo,167.0,166.0,Over,1.0,79.0,82.0
4.0,22/01/2022,17:00:00,BBL,Ulm,Chemnitz,1.34,3.25,82.0,77.0,Assos,159.0,161.0,Under,2.0,77.0,68.0
5.0,22/01/2022,18:00:00,LNB,Fos-sur-Mer,Le Mans,2.94,1.4,77.0,83.0,Diplo,160.0,160.5,Under,0.5,57.0,66.0
6.0,22/01/2022,18:00:00,ABA-League,Mornar Bar,FMP Beograd,1.44,2.65,83.0,80.0,Assos,163.0,164.0,Under,1.0,81.0,78.0
4.0,22/01/2022,17:00:00,Basket-League,AEK Athens,PAOK,1.84,1.95,78.0,78.0,Assos,156.0,160.0,Under,4.0,72.0,67.0
6.0,22/01/2022,18:00:00,LNB,Orleans,Monaco,3.03,1.38,81.0,87.0,Diplo,168.0,168.5,Under,0.5,61.0,74.0
7.0,22/01/2022,18:00:00,LNB,Cholet,JL Bourg,2.5,1.53,77.0,79.0,Diplo,156.0,157.5,Under,1.5,79.0,81.0
8.0,22/01/2022,18:30:00,BBL,Crailsheim Merlins,Oldenburg,1.48,2.63,85.0,80.0,Assos,165.0,165.5,Under,0.5,97.0,86.0
9.0,22/01/2022,19:00:00,BBL,Giessen,Hamburg,3.38,1.32,83.0,90.0,Diplo,173.0,174.5,Under,1.5,100.0,73.0
10.0,22/01/2022,19:30:00,LNB,Levallois,Strasbourg,1.37,3.1,88.0,82.0,Assos,170.0,169.0,Over,1.0,85.0,80.0
12.0,22/01/2022,19:30:00,Super-Lig,Tofas,Darussafaka,1.79,1.96,80.0,78.0,Assos,158.0,161.0,Under,3.0,81.0,65.0
13.0,23/01/2022,10:00:00,ACB,Murcia,Tenerife,1.66,2.23,84.0,82.0,Assos,166.0,167.0,Under,1.0,88.0,86.0
14.0,23/01/2022,10:00:00,ACB,Real Betis,Bilbao,1.8,2.02,84.0,84.0,Assos,168.0,167.5,Over,0.5,71.0,88.0
15.0,23/01/2022,11:30:00,VTB,Saratov,Zenit Petersburg,2.5,1.51,78.0,81.0,Diplo,159.0,163.5,Under,4.5,75.0,93.0
16.0,23/01/2022,11:30:00,Super-Lig,Turk Telekom,Buyukcekmece,1.18,4.56,84.0,74.0,Assos,158.0,162.0,Under,4.0,86.0,62.0
19.0,23/01/2022,13:00:00,BBL,Alba Berlin,Ludwigsburg,1.37,3.09,83.0,76.0,Assos,159.0,162.0,Under,3.0,75.0,76.0
20.0,23/01/2022,13:30:00,BBL,Bonn,Bamberg,1.32,3.37,90.0,83.0,Assos,173.0,174.5,Under,1.5,95.0,81.0
21.0,23/01/2022,14:00:00,Basket-League,Kolossos Rhodes,Olympiacos,10.83,1.04,73.0,89.0,Diplo,162.0,165.0,Under,3.0,69.0,87.0
22.0,23/01/2022,14:00:00,Super-Lig,Pinar Karsiyaka,Anadolu Efes,2.84,1.4,78.0,82.0,Diplo,160.0,163.0,Under,3.0,78.0,73.0
23.0,23/01/2022,14:15:00,LKL,Rytas,Zalgiris Kaunas,1.55,2.34,79.0,71.0,Assos,150.0,155.0,Under,5.0,67.0,72.0
24.0,23/01/2022,15:00:00,ACB,Baskonia,San Pablo Burgos,1.31,3.45,84.0,75.0,Assos,159.0,162.0,Under,3.0,80.0,69.0
25.0,23/01/2022,15:00:00,Lega-A,Brindisi,Virtus Bologna,2.46,1.54,82.0,86.0,Diplo,168.0,169.5,Under,1.5,76.0,83.0
26.0,23/01/2022,15:20:00,LNB,Dijon,Le Portel,1.19,4.67,80.0,70.0,Assos,150.0,153.5,Under,3.5,86.0,72.0
27.0,23/01/2022,16:00:00,LNB,Lyon-Villeurbanne,Roanne,1.14,5.8,92.0,79.0,Assos,171.0,172.0,Under,1.0,93.0,83.0
29.0,23/01/2022,16:00:00,Lega-A,Cremona,Venezia,2.3,1.61,78.0,80.0,Diplo,158.0,161.0,Under,3.0,85.0,82.0
30.0,23/01/2022,16:00:00,Lega-A,Trieste,Pesaro,1.38,3.05,79.0,73.0,Assos,152.0,155.0,Under,3.0,89.0,78.0
31.0,23/01/2022,16:00:00,Super-Lig,Fenerbahce,Bahcesehir Kol.,1.38,2.95,82.0,77.0,Assos,159.0,162.0,Under,3.0,84.0,73.0
32.0,23/01/2022,16:30:00,ACB,Real Madrid,Barcelona,1.47,2.69,81.0,75.0,Assos,156.0,157.5,Under,1.5,75.0,85.0
33.0,23/01/2022,17:00:00,Basket-League,Lavrio,Peristeri,1.65,2.2,76.0,74.0,Assos,150.0,151.5,Under,1.5,52.0,75.0
34.0,23/01/2022,17:00:00,VTB,Zielona Gora,Unics Kazan,5.9,1.12,73.0,87.0,Diplo,160.0,161.5,Under,1.5,80.0,85.0
36.0,23/01/2022,17:30:00,ACB,Obradoiro CAB,Breogan,2.07,1.76,83.0,84.0,Diplo,167.0,167.0,Under,0.0,100.0,83.0
37.0,23/01/2022,17:30:00,Lega-A,Brescia,Sassari,1.49,2.62,85.0,80.0,Assos,165.0,166.0,Under,1.0,97.0,86.0
38.0,23/01/2022,18:00:00,LKL,Alytaus Dzukija,Pieno Zvaigzdes,1.71,1.99,75.0,76.0,Diplo,151.0,157.0,Under,6.0,92.0,86.0
39.0,23/01/2022,18:00:00,VTB,CSKA Moscow,BC Kalev/Cramo,1.02,12.1,89.0,69.0,Assos,158.0,161.0,Under,3.0,104.0,62.0
40.0,23/01/2022,18:00:00,LKL,Neptunas,Jonava,1.23,3.7,84.0,76.0,Assos,160.0,161.0,Under,1.0,75.0,87.0
0.0,25/01/2022,17:00:00,Champions-League,Szombathely,Tenerife,5.32,1.15,73.0,84.0,Diplo,157.0,156.5,Over,0.5,73.0,79.0
1.0,25/01/2022,17:00:00,Champions-League,Tofas,Darussafaka,1.65,2.2,80.0,77.0,Assos,157.0,158.0,Under,1.0,91.0,81.0
2.0,25/01/2022,17:00:00,Eurocup,Turk Telekom,Partizan,3.33,1.32,72.0,80.0,Diplo,152.0,155.25,Under,3.25,85.0,71.0
3.0,25/01/2022,17:00:00,Eurocup,Ulm,Virtus Bologna,2.07,1.75,83.0,87.0,Diplo,170.0,168.25,Over,1.75,84.0,68.0
4.0,25/01/2022,18:00:00,Euroleague,Maccabi Tel Aviv,Alba Berlin,1.25,4.04,83.0,74.0,Assos,157.0,159.0,Under,2.0,87.0,78.0
5.0,25/01/2022,19:00:00,Champions-League,Unicaja,Cluj Napoca,1.21,4.28,87.0,77.0,Assos,164.0,164.5,Under,0.5,73.0,79.0
6.0,25/01/2022,19:15:00,Eurocup,Valencia,Buducnost,1.32,3.37,84.0,76.0,Assos,160.0,162.0,Under,2.0,103.0,76.0
7.0,25/01/2022,19:30:00,Eurocup,Real Madrid,Unics Kazan,1.32,3.41,81.0,73.0,Assos,154.0,155.5,Under,1.5,85.0,68.0
8.0,25/01/2022,19:30:00,Eurocup,Lyon-Villeurbanne,Bayern,2.16,1.71,76.0,78.0,Diplo,154.0,155.0,Under,1.0,68.0,77.0
9.0,25/01/2022,19:45:00,Eurocup,Lokomotiv Kuban,Lietkabelis,1.2,4.47,90.0,79.0,Assos,169.0,171.25,Under,2.25,90.0,62.0
11.0,26/01/2022,16:30:00,Eurocup,Rytas,Strasbourg,1.49,2.59,84.0,79.0,Assos,163.0,162.5,Over,0.5,71.0,76.0
12.0,26/01/2022,17:00:00,Eurocup,Hamburg,Joventut Badalona,3.13,1.36,81.0,89.0,Diplo,170.0,169.0,Over,1.0,75.0,92.0
13.0,26/01/2022,17:30:00,Eurocup,JL Bourg,Cedevita Olimpija,1.61,2.29,82.0,79.0,Assos,161.0,161.0,Under,0.0,76.0,69.0
14.0,26/01/2022,18:30:00,Champions-League,Ludwigsburg,Dijon,1.45,2.73,81.0,76.0,Assos,157.0,157.5,Under,0.5,95.0,73.0
15.0,26/01/2022,19:00:00,Eurocup,Trento,MoraBanc Andorra,2.54,1.51,77.0,82.0,Diplo,159.0,159.5,Under,0.5,71.0,82.0
16.0,26/01/2022,19:00:00,Euroleague,Zenit Petersburg,Anadolu Efes,2.08,1.77,76.0,76.0,Diplo,152.0,153.5,Under,1.5,76.0,67.0
17.0,26/01/2022,19:00:00,Euroleague,Olympiacos,Crvena zvezda mts,1.25,4.03,78.0,69.0,Assos,147.0,148.5,Under,1.5,72.0,76.0
18.0,27/01/2022,17:00:00,Euroleague,Barcelona,Lyon-Villeurbanne,1.14,5.47,84.0,70.0,Assos,154.0,153.5,Over,0.5,84.0,71.0
0.0,28/01/2022,16:00:00,ABA-League,KK Krka Novo mesto,Partizan,6.86,1.08,68.0,83.0,Diplo,151.0,155.5,Under,4.5,63.0,79.0
1.0,28/01/2022,16:00:00,Euroleague,Unics Kazan,CSKA Moscow,2.12,1.76,76.0,77.0,Diplo,153.0,155.5,Under,2.5,75.0,86.0
2.0,28/01/2022,17:00:00,ACB,San Pablo Burgos,Tenerife,2.33,1.61,78.0,81.0,Diplo,159.0,162.0,Under,3.0,73.0,81.0
3.0,28/01/2022,18:00:00,BBL,Chemnitz,Frankfurt,1.24,4.09,82.0,74.0,Assos,156.0,156.5,Under,0.5,87.0,86.0
4.0,28/01/2022,18:00:00,Euroleague,Monaco,Real Madrid,3.34,1.33,77.0,82.0,Diplo,159.0,159.5,Under,0.5,84.0,90.0
5.0,28/01/2022,18:00:00,ABA-League,Split,Igokea,3.19,1.32,69.0,75.0,Diplo,144.0,148.0,Under,4.0,89.0,77.0
6.0,28/01/2022,19:00:00,LNB,Fos-sur-Mer,Cholet,1.75,2.07,79.0,78.0,Assos,157.0,156.5,Over,0.5,69.0,81.0
7.0,28/01/2022,19:00:00,Euroleague,Panathinaikos,Baskonia,1.98,1.84,78.0,80.0,Diplo,158.0,156.5,Over,1.5,75.0,63.0
8.0,28/01/2022,19:00:00,LNB,Roanne,Chalons-Reims,1.42,2.85,91.0,87.0,Assos,178.0,179.0,Under,1.0,99.0,78.0
9.0,28/01/2022,19:00:00,Lega-A,Trento,Varese,1.32,3.42,85.0,78.0,Assos,163.0,165.0,Under,2.0,84.0,90.0
10.0,28/01/2022,19:30:00,BBL,Bayern,Alba Berlin,1.35,3.23,80.0,73.0,Assos,153.0,155.5,Under,2.5,62.0,56.0
11.0,28/01/2022,19:30:00,ACB,Fuenlabrada,Joventut Badalona,2.31,1.62,83.0,86.0,Diplo,169.0,169.5,Under,0.5,82.0,104.0
12.0,28/01/2022,19:30:00,Euroleague,Olimpia Milano,Zalgiris Kaunas,1.13,6.11,79.0,67.0,Assos,146.0,148.5,Under,2.5,65.0,58.0
13.0,28/01/2022,20:00:00,ABA-League,Borac,Zadar,1.44,2.65,79.0,74.0,Assos,153.0,153.5,Under,0.5,79.0,73.0
14.0,28/01/2022,20:00:00,ACB,Valencia,Gran Canaria,1.26,3.86,88.0,79.0,Assos,167.0,166.5,Over,0.5,91.0,62.0
15.0,29/01/2022,17:00:00,BBL,Hamburg,Ulm,2.12,1.72,82.0,85.0,Diplo,167.0,168.5,Under,1.5,90.0,91.0
16.0,29/01/2022,17:00:00,ABA-League,Cibona,Studentski Centar,1.39,2.83,83.0,77.0,Assos,160.0,161.0,Under,1.0,90.0,75.0
17.0,29/01/2022,18:00:00,LNB,Gravelines-Dunkerque,Limoges,1.73,2.09,79.0,77.0,Assos,156.0,156.5,Under,0.5,72.0,53.0
18.0,29/01/2022,19:00:00,LNB,Le Mans,Orleans,1.24,4.03,87.0,78.0,Assos,165.0,167.0,Under,2.0,79.0,60.0
19.0,29/01/2022,19:00:00,LNB,Nanterre,Lyon-Villeurbanne,2.32,1.6,82.0,86.0,Diplo,168.0,167.5,Over,0.5,74.0,80.0
20.0,29/01/2022,19:00:00,LNB,Strasbourg,Le Portel,1.11,6.64,88.0,74.0,Assos,162.0,163.5,Under,1.5,79.0,82.0
21.0,29/01/2022,19:00:00,Lega-A,Virtus Bologna,Cremona,1.08,7.93,93.0,77.0,Assos,170.0,172.5,Under,2.5,79.0,71.0
22.0,29/01/2022,19:00:00,LNB,Dijon,JL Bourg,1.68,2.16,76.0,75.0,Assos,151.0,151.5,Under,0.5,54.0,88.0
25.0,29/01/2022,19:30:00,ABA-League,FMP Beograd,Mega Basket,1.39,2.83,87.0,81.0,Assos,168.0,167.0,Over,1.0,79.0,86.0
27.0,29/01/2022,20:00:00,BBL,Oldenburg,Bonn,2.78,1.42,83.0,88.0,Diplo,171.0,171.5,Under,0.5,65.0,89.0
29.0,30/01/2022,14:00:00,BBL,Bayern,Bayreuth,1.06,8.45,92.0,74.0,Assos,166.0,165.5,Over,0.5,83.0,60.0
30.0,30/01/2022,14:00:00,ACB,Gran Canaria,Obradoiro CAB,1.33,3.33,87.0,80.0,Assos,167.0,168.5,Under,1.5,71.0,69.0
31.0,29/01/2022,10:00:00,Super-Lig,Bahcesehir Kol.,Galatasaray,1.95,1.81,86.0,88.0,Diplo,174.0,174.5,Under,0.5,84.0,88.0
32.0,29/01/2022,12:30:00,Super-Lig,Petkim Spor,Tofas,4.04,1.22,77.0,86.0,Diplo,163.0,164.5,Under,1.5,83.0,91.0
93.0,29/01/2022,15:00:00,Basket-League,Kolossos Rhodes,Larisa,1.31,3.36,80.0,73.0,Assos,153.0,154.5,Under,1.5,93.0,75.0
35.0,29/01/2022,17:15:00,Super-Lig,Darussafaka,Turk Telekom,1.25,3.75,80.0,72.0,Assos,152.0,150.5,Over,1.5,66.0,75.0
36.0,29/01/2022,18:00:00,Basket-League,AEK Athens,Olympiacos,8.32,1.07,76.0,89.0,Diplo,165.0,166.75,Under,1.75,74.0,80.0
37.0,30/01/2022,10:00:00,Super-Lig,Gaziantep,Besiktas,1.38,2.9,76.0,71.0,Assos,147.0,148.5,Under,1.5,82.0,77.0
38.0,30/01/2022,12:30:00,Super-Lig,Anadolu Efes,Fenerbahce,1.34,3.11,84.0,78.0,Assos,162.0,163.0,Under,1.0,91.0,71.0
39.0,30/01/2022,15:00:00,Basket-League,Ionikos,Apollon Patras,1.52,2.47,79.0,75.0,Assos,154.0,155.5,Under,1.5,82.0,96.0
40.0,30/01/2022,15:00:00,Basket-League,Lavrio,PAOK,1.57,2.34,79.0,75.0,Assos,154.0,154.5,Under,0.5,59.0,61.0
41.0,30/01/2022,15:00:00,Basket-League,Promitheas,Peristeri,1.35,3.12,80.0,74.0,Assos,154.0,155.75,Under,1.75,82.0,77.0
42.0,30/01/2022,15:00:00,Super-Lig,Buyukcekmece,Afyon Belediye,1.4,2.81,87.0,84.0,Assos,171.0,174.5,Under,3.5,88.0,76.0
43.0,30/01/2022,17:15:00,Basket-League,Panathinaikos,Aris,1.04,11.16,88.0,70.0,Assos,158.0,158.0,Under,0.0,103.0,83.0
44.0,30/01/2022,11:30:00,ACB,Bilbao,Unicaja,2.03,1.79,78.0,81.0,Diplo,159.0,162.5,Under,3.5,83.0,77.0
46.0,30/01/2022,14:00:00,BBL,s.Oliver Wurzburg,Alba Berlin,5.79,1.14,74.0,88.0,Diplo,162.0,165.5,Under,3.5,70.0,82.0
47.0,30/01/2022,16:00:00,ABA-League,Crvena zvezda mts,Mornar Bar,1.1,6.18,81.0,67.0,Assos,148.0,151.75,Under,3.75,81.0,74.0
48.0,30/01/2022,16:00:00,ACB,Manresa,San Pablo Burgos,1.32,3.43,85.0,80.0,Assos,165.0,165.5,Under,0.5,93.0,68.0
49.0,30/01/2022,16:00:00,LNB,Monaco,Levallois,1.42,2.85,83.0,79.0,Assos,162.0,163.5,Under,1.5,106.0,115.0
50.0,30/01/2022,16:00:00,Lega-A,Olimpia Milano,Fortitudo Bologna,1.07,8.47,87.0,69.0,Assos,156.0,158.5,Under,2.5,74.0,64.0
52.0,30/01/2022,17:00:00,Lega-A,Varese,Trento,2.03,1.78,79.0,82.0,Diplo,161.0,165.0,Under,4.0,90.0,89.0
53.0,30/01/2022,17:00:00,Lega-A,Pesaro,Treviso,1.91,1.89,79.0,81.0,Diplo,160.0,161.0,Under,1.0,105.0,108.0
54.0,30/01/2022,17:30:00,ABA-League,Buducnost,Cedevita Olimpija,1.34,3.1,82.0,77.0,Assos,159.0,160.5,Under,1.5,93.0,91.0
55.0,30/01/2022,18:00:00,Lega-A,Venezia,Brescia,1.45,2.75,80.0,75.0,Assos,155.0,157.0,Under,2.0,82.0,93.0
56.0,30/01/2022,18:00:00,ACB,Real Madrid,MoraBanc Andorra,1.09,7.37,86.0,70.0,Assos,156.0,158.0,Under,2.0,83.0,88.0
57.0,30/01/2022,19:00:00,ACB,Tenerife,Valencia,2.07,1.76,79.0,81.0,Diplo,160.0,163.0,Under,3.0,78.0,80.0
58.0,30/01/2022,19:00:00,Lega-A,Sassari,Brindisi,1.74,2.09,84.0,83.0,Assos,167.0,167.5,Under,0.5,102.0,75.0
60.0,30/01/2022,21:15:00,ACB,Fuenlabrada,Basket Zaragoza,1.67,2.27,86.0,89.0,Diplo,175.0,171.5,Over,3.5,77.0,55.0
0.0,01/02/2022,17:00:00,Champions-League,Darussafaka,Treviso,1.44,2.74,81.0,74.0,Assos,155.0,155.5,Under,0.5,88.0,76.0
1.0,01/02/2022,17:45:00,Euroleague,Fenerbahce,Lyon-Villeurbanne,1.32,3.45,80.0,73.0,Assos,153.0,154.5,Under,1.5,85.0,76.0
2.0,01/02/2022,18:00:00,Euroleague,Crvena zvezda mts,Olimpia Milano,2.38,1.6,70.0,73.0,Diplo,143.0,144.5,Under,1.5,57.0,63.0
3.0,01/02/2022,18:00:00,Euroleague,Zalgiris Kaunas,Maccabi Tel Aviv,2.22,1.68,75.0,78.0,Diplo,153.0,152.5,Over,0.5,78.0,94.0
4.0,01/02/2022,19:00:00,Euroleague,Panathinaikos,Monaco,2.01,1.83,78.0,82.0,Diplo,160.0,162.0,Under,2.0,83.0,91.0
5.0,01/02/2022,19:30:00,Euroleague,Baskonia,Zenit Petersburg,2.42,1.59,73.0,77.0,Diplo,150.0,150.0,Under,0.0,82.0,90.0
6.0,01/02/2022,19:30:00,Champions-League,Dijon,Hapoel Holon,1.63,2.24,78.0,76.0,Assos,154.0,151.5,Over,2.5,78.0,66.0
7.0,01/02/2022,19:30:00,Eurocup,Virtus Bologna,Buducnost,1.37,3.09,87.0,80.0,Assos,167.0,165.5,Over,1.5,62.0,68.0
8.0,01/02/2022,20:00:00,Euroleague,Barcelona,Bayern,1.21,4.61,80.0,71.0,Assos,151.0,151.0,Under,0.0,71.0,66.0
9.0,01/02/2022,20:00:00,Eurocup,Gran Canaria,Valencia,2.34,1.59,79.0,84.0,Diplo,163.0,164.0,Under,1.0,91.0,90.0
10.0,02/02/2022,17:00:00,Euroleague,CSKA Moscow,Anadolu Efes,1.72,2.17,81.0,80.0,Assos,161.0,161.5,Under,0.5,97.0,99.0
11.0,02/02/2022,17:00:00,Eurocup,Lietkabelis,Trento,1.3,3.49,83.0,75.0,Assos,158.0,156.0,Over,2.0,74.0,57.0
12.0,02/02/2022,17:00:00,Champions-League,Tofas,Manresa,2.23,1.64,82.0,85.0,Diplo,167.0,166.0,Over,1.0,74.0,68.0
13.0,02/02/2022,17:30:00,Eurocup,Promitheas,JL Bourg,2.38,1.57,74.0,78.0,Diplo,152.0,153.0,Under,1.0,84.0,77.0
14.0,02/02/2022,17:30:00,Champions-League,Rytas,Szombathely,1.35,3.13,83.0,76.0,Assos,159.0,157.0,Over,2.0,91.0,88.0
15.0,02/02/2022,18:15:00,Eurocup,Cedevita Olimpija,Bursaspor,1.29,3.59,85.0,77.0,Assos,162.0,161.75,Over,0.25,103.0,86.0
16.0,02/02/2022,19:00:00,Euroleague,Alba Berlin,Unics Kazan,2.71,1.48,76.0,81.0,Diplo,157.0,156.0,Over,1.0,81.0,53.0
